"","FSC.A","FSC.H","FSC.W","BSC.A","BSC.H","BSC.W","DAPI","H2Db","HLA","Well","Annot","CB"
"263",363603.1,125760.3,337,92244.09,29209.6,337,49.37598,90976.54,1072.445,NA,"not_sorted",NA
"264",219382.1,81482.24,264,28401.17,10308.48,264,-3.142895,9708.862,-76.92181,NA,"not_sorted",NA
"265",258776.9,77913.92,307,49891.91,16270.24,307,100.9549,314.1413,6.646418,NA,"not_sorted",NA
"266",362204.4,96234.88,378,128244.1,33752.32,378,54.87939,40821.83,-112.9813,NA,"not_sorted",NA
"267",624188.3,137816,483,148457.6,31075.52,483,16.88032,77774.02,-981.1448,NA,"not_sorted",NA
"268",481766.6,128002.6,421,85224.45,23787.68,421,155.4371,32043.12,-239.8402,NA,"not_sorted",NA
"269",374478.3,94536.96,394,175718.6,44172.8,394,-80.19114,23247.36,-1330.125,NA,"not_sorted",NA
"270",274166.7,96241.6,298,38914.35,13064.8,298,98.58664,1557.557,27.14161,NA,"not_sorted",NA
"271",391659.4,110893.4,383,110635.8,29466.08,383,39.80434,134813.7,2013.14,NA,"not_sorted",NA
"272",661718.1,147689.9,503,150254.4,29896.16,503,310.6372,1800.331,-163.371,NA,"not_sorted",NA
"273",322972.6,77181.44,379,121558,30711.52,379,96.32994,27996.93,-450.2136,NA,"not_sorted",NA
"274",313439.6,99946.56,327,62724.43,20221.6,327,281.8066,64754.74,-180.9802,NA,"not_sorted",NA
"275",216201.6,83888,258,29755.55,11179.84,258,56.82151,42229.65,378.8752,NA,"not_sorted",NA
"276",540197,151222.4,418,151201.5,43217.44,418,364.7148,208805.3,838.911,NA,"not_sorted",NA
"277",298807.2,103075.8,311,60323,20079.36,311,204.2216,54100.48,-568.1019,NA,"not_sorted",NA
"278",675368.6,136478.7,540,242714.7,54462.24,540,356.8201,91659.85,-273.4062,NA,"not_sorted",NA
"279",402871.1,110920.3,390,104168.1,29692.32,390,91.77874,42312.95,-332.1027,NA,"not_sorted",NA
"280",455249.5,102941.4,439,163176.8,40190.08,439,399.4863,64106.18,-404.8841,NA,"not_sorted",NA
"281",403747.5,119625,375,140309.9,38316.32,375,83.7573,79463.66,453.0144,NA,"not_sorted",NA
"282",658820.4,159116.2,484,175593.2,42081.76,484,409.79,54701.66,-449.6843,NA,"not_sorted",NA
"283",236630.4,90453.44,272,28822.98,10488.8,272,135.3975,8331.437,-14.96735,NA,"not_sorted",NA
"284",569571.7,139576.6,454,206150.8,49005.6,454,239.6982,37175.22,-58.67023,NA,"not_sorted",NA
"285",509849.2,129613.1,442,176026.9,45156.16,442,117.862,2118.957,73.78954,NA,"not_sorted",NA
"286",424085.4,130948.2,374,103061.6,32565.12,374,209.8772,98954.32,870.8066,NA,"not_sorted",NA
"287",333631.7,97764.8,351,106075.1,31963.68,351,45.85895,36342.94,-88.71129,NA,"not_sorted",NA
"288",343749.6,115483.2,329,92484.89,29935.36,329,118.5422,115142.8,869.2262,NA,"not_sorted",NA
"289",315232.6,106512,321,59164.19,19162.08,321,125.8871,82018.7,63.18473,NA,"not_sorted",NA
"290",361227.9,108274.9,354,100588.5,29130.08,354,226.0846,72587.05,579.6533,NA,"not_sorted",NA
"291",355571.1,104401.9,359,118789,33481.28,359,578.4736,321.0549,28.17301,NA,"not_sorted",NA
"292",614213.2,132135.4,509,323651.6,69095.04,509,203.9222,23173.03,-365.4314,NA,"not_sorted",NA
"293",348403.4,103494.7,351,49579.2,15242.08,351,134.2182,418.9316,22.569,NA,"not_sorted",NA
"294",756717.9,171904.3,521,214977.8,47149.76,521,291.0914,48866.05,-142.7276,NA,"not_sorted",NA
"295",542544.8,123235.8,469,228608.2,53882.08,469,106.8903,131388.3,-1338.71,NA,"not_sorted",NA
"296",499203.9,110920.3,457,196881.7,47367.04,457,304.9959,45968.35,-575.2735,NA,"not_sorted",NA
"297",588381.6,151294.1,466,225360.3,57302.56,466,204.4269,12872.21,-279.0774,NA,"not_sorted",NA
"298",293314.9,84618.24,334,83342.08,27812.96,334,136.5475,52682.5,306.4756,NA,"not_sorted",NA
"299",382527.1,131891.2,340,80913.04,25191.04,340,109.1672,99018.22,1842.855,NA,"not_sorted",NA
"300",231518.6,89750.08,268,43158.46,16205.28,268,23.48561,2686.444,182.4579,NA,"not_sorted",NA
"301",256181.7,93992.64,286,33197.48,12121.76,286,-16.66403,35605.04,-146.2146,NA,"not_sorted",NA
"302",219414,85608.32,261,38225.14,14909.44,261,56.43475,4936.376,30.37382,NA,"not_sorted",NA
"303",380032.9,106505.3,367,135387.4,37114.56,367,95.94828,125565.7,397.4611,NA,"not_sorted",NA
"304",548753.8,132287.7,460,177185.9,37186.24,460,183.5063,3012.399,136.0862,NA,"not_sorted",NA
"305",398567.4,109054.4,384,141342.3,42593.6,384,301.1013,72950.26,85.76347,NA,"not_sorted",NA
"306",316389.2,81527.04,365,122413.7,32082.4,365,742.0303,82326.4,-338.7979,NA,"not_sorted",NA
"307",400799.7,105560,393,136090.7,33978.56,393,349.9138,47391.43,247.6122,NA,"not_sorted",NA
"308",649594.3,136102.4,514,290652.7,73049.76,514,197.8452,13322.8,97.50366,NA,"not_sorted",NA
"309",445454.8,131777,387,144810.3,39592,387,185.4327,158801.8,1051.644,NA,"not_sorted",NA
"310",399092.9,116612.2,379,137970.7,39658.08,379,119.596,119382.2,-15.75449,NA,"not_sorted",NA
"311",400165.5,107049.6,389,78682.76,21015.68,389,165.245,60149.43,131.0878,NA,"not_sorted",NA
"312",506775.4,140625,413,107935.9,28315.84,413,487.7075,10008.46,189.6558,NA,"not_sorted",NA
"313",289907.2,98087.36,310,74322.45,24147.2,310,165.4984,87074.91,-666.0563,NA,"not_sorted",NA
"314",487801,128159.4,417,169447.5,42325.92,417,302.5292,92783.14,76.60981,NA,"not_sorted",NA
"315",329972.8,99187.2,345,80869.95,24414.88,345,47.52125,156182.7,1299.645,NA,"not_sorted",NA
"316",249982.1,89149.76,286,53764.88,19360.32,286,9.238898,81808.55,-78.48292,NA,"not_sorted",NA
"317",343227.9,111655,339,99028.62,31467.52,339,245.4383,126754.9,770.7092,NA,"not_sorted",NA
"318",355172,118493.8,339,109605.3,34513.92,339,38.97243,119295,426.3856,NA,"not_sorted",NA
"319",539038.1,106854.7,493,182632.5,34843.2,493,32749.75,29734.62,352.0649,NA,"not_sorted",NA
"320",271164.5,79240,321,56311.57,17874.08,321,41.79135,15797.66,-333.8283,NA,"not_sorted",NA
"321",404982.7,115129.3,384,112635.4,33119.52,384,367.9661,26328.79,-630.5681,NA,"not_sorted",NA
"322",428886.8,135941.1,369,91404.71,27613.6,369,7.706835,121340.8,808.7885,NA,"not_sorted",NA
"323",586777.2,137715.2,466,175593.8,41911.52,466,926.6072,43577.71,7.737576,NA,"not_sorted",NA
"324",211615.9,83628.16,255,25836.25,10262.56,255,46.12691,3020.37,-38.38612,NA,"not_sorted",NA
"325",322789.3,102533.8,331,50038.98,16341.92,331,58.85393,9259.513,-111.9724,NA,"not_sorted",NA
"326",452306.2,105327,430,131326.2,31484.32,430,226.542,50104.2,693.4525,NA,"not_sorted",NA
"327",433821.8,131277.4,376,139237.7,41013.28,376,32.29777,141621.2,1885.734,NA,"not_sorted",NA
"328",368082.3,103031,372,77786.37,21677.6,372,100.8309,21799.29,-381.1069,NA,"not_sorted",NA
"329",422545.2,115124.8,399,182463.3,50597.12,399,521.4301,292111.6,1370.145,NA,"not_sorted",NA
"330",529834,116609.9,471,247413.1,52385.76,471,269.5558,42193.18,26.48573,NA,"not_sorted",NA
"331",423361.5,132339.2,372,114214.5,33280.8,372,99.20073,126583.9,683.9227,NA,"not_sorted",NA
"332",381253.3,111540.8,367,61602.46,18873.12,367,42.41412,361.3088,16.0197,NA,"not_sorted",NA
"333",525770.9,137011.8,427,200844.4,53538.24,427,442.0483,148622.6,1194.905,NA,"not_sorted",NA
"334",684056.2,139182.4,533,273635.3,62463.52,533,624.5512,94287.25,-902.6681,NA,"not_sorted",NA
"335",242923.8,90207.04,278,40449.83,15197.28,278,41.6447,52579.2,100.4529,NA,"not_sorted",NA
"336",571127.3,122234.6,492,156511.9,36761.76,492,272.0902,44260.38,61.11499,NA,"not_sorted",NA
"337",395813.8,122156.2,366,151679,50770.72,366,91.27535,34945.01,124.095,NA,"not_sorted",NA
"338",519906.5,122548.2,457,94004.67,21471.52,457,176.6195,1317.608,180.928,NA,"not_sorted",NA
"339",288894.8,85061.76,326,74521.29,22990.24,326,25.96202,16570.64,-138.4242,NA,"not_sorted",NA
"340",246313.9,95865.28,276,42749.47,16250.08,276,-60.14496,2941.265,27.16656,NA,"not_sorted",NA
"341",365669.4,133741.4,328,93495.88,29770.72,328,118.8904,80998.55,-581.3024,NA,"not_sorted",NA
"342",647783.3,162545.6,476,130544.5,33392.8,476,158.7345,650.8559,1650.137,NA,"not_sorted",NA
"343",538869.7,124989.8,456,182453,47538.4,456,129.0283,1990.259,51.29007,NA,"not_sorted",NA
"344",349275.3,94232.32,371,104178.2,37786.56,371,542.6505,99227.62,-160.9669,NA,"not_sorted",NA
"345",518486.3,126439,439,140820.4,35042.56,439,127.0651,16981.92,-125.1017,NA,"not_sorted",NA
"346",320756.9,93287.04,346,89845,26574.24,346,133.9152,87610.5,171.6876,NA,"not_sorted",NA
"347",317855.4,104473.6,324,78920.46,24790.08,324,86.5867,50939.73,365.2767,NA,"not_sorted",NA
"348",237808.1,88706.24,274,48488.4,17951.36,274,-15.06192,80873.62,1134.013,NA,"not_sorted",NA
"349",348356.1,122357.8,328,56122.68,18150.72,328,-1.642797,95173.68,469.0282,NA,"not_sorted",NA
"350",537977.3,133972.2,444,115225.3,27529.6,444,216.9138,68997.7,-573.1293,NA,"not_sorted",NA
"351",394604.2,125182.4,361,119835.7,33489.12,361,201.4025,152192.5,1220.443,NA,"not_sorted",NA
"352",241734.6,89828.48,277,34873.29,12605.6,277,62.9626,18310.81,120.1163,NA,"not_sorted",NA
"353",693982.9,144065.6,522,168411.9,36457.12,522,68.58143,23273.22,-174.7912,NA,"not_sorted",NA
"354",488245.8,124013.1,426,192519.6,49502.88,426,940.0726,179353.5,136.3355,NA,"not_sorted",NA
"355",305615.8,94637.76,326,60075.66,18931.36,326,116.7297,1278.267,-35.04123,NA,"not_sorted",NA
"356",207059.6,84416.64,251,31100.93,12183.36,251,8.061856,14872.59,-164.6005,NA,"not_sorted",NA
"357",415965.8,119436.8,385,70559.4,20153.28,385,38.27541,10550.06,-195.0657,NA,"not_sorted",NA
"358",510759.2,124958.4,457,149420.6,34313.44,457,481.8453,62038.65,-162.0131,NA,"not_sorted",NA
"359",403463.3,138638.1,348,51921.04,16411.36,348,146.5351,75771.8,202.0446,NA,"not_sorted",NA
"360",292851.8,93399.04,318,54539.99,17993.92,318,104.032,9831.164,-162.2952,NA,"not_sorted",NA
"361",271812.4,96947.2,296,51959.46,17721.76,296,47.19297,56971.18,378.4105,NA,"not_sorted",NA
"362",442738.5,140418.9,370,112021.2,34227.2,370,275.095,103752.6,360.2215,NA,"not_sorted",NA
"363",389678.3,103788.2,385,98360.15,27567.68,385,252.6895,43391.68,-51.43586,NA,"not_sorted",NA
"364",615299.3,156809,497,176229.2,38011.68,497,1965.622,9146.045,-321.6187,NA,"not_sorted",NA
"365",415946.8,114979.2,398,116715.5,32222.4,398,176.1664,59716.39,-1479.826,NA,"not_sorted",NA
"366",527502.1,133210.6,439,154782.8,38983.84,439,129.7348,1378.184,-26.41821,NA,"not_sorted",NA
"367",226539.7,90442.24,263,34867.77,13847.68,263,62.67685,2643.754,64.71029,NA,"not_sorted",NA
"368",336754.4,102350.1,353,91190.08,28685.44,353,59.86557,31284.92,-353.2817,NA,"not_sorted",NA
"369",422915.1,139440,359,94779.35,31508.96,359,271.3597,70368,535.014,NA,"not_sorted",NA
"370",377996,109309.8,369,92133.41,26171.04,369,97.9342,15347.92,-368.0667,NA,"not_sorted",NA
"371",638154.8,145035.5,521,263215.4,62727.84,521,325.7014,87416.41,-1016.773,NA,"not_sorted",NA
"372",498273.3,102103.7,473,141962,33060.16,473,343.4696,65303.93,-423.6501,NA,"not_sorted",NA
"373",359273.9,101855,380,157107.5,43555.68,380,-8.222347,57732.04,-855.7407,NA,"not_sorted",NA
"374",480089.9,149296,388,117516.2,33192.32,388,212.9161,144728.1,866.7333,NA,"not_sorted",NA
"375",641522.6,137963.8,518,175710.7,37670.08,518,179.2692,111182.6,-2080.892,NA,"not_sorted",NA
"376",681013.1,160946.2,486,257585.7,63091.84,486,181.1783,3967.546,20.95576,NA,"not_sorted",NA
"377",543726.6,142502.1,437,221411.9,58943.36,437,484.5117,3514.922,-33.05473,NA,"not_sorted",NA
"378",678194.2,165670.4,492,283699.1,69211.52,492,197.8369,1886.531,99.7304,NA,"not_sorted",NA
"379",835283.9,160211.5,582,297129.2,63208.32,582,137.862,32678.2,-268.5646,NA,"not_sorted",NA
"380",468505.6,132923.8,398,155634.3,45911.04,398,317.0508,80748.8,375.2471,NA,"not_sorted",NA
"381",343898.1,116222.4,334,93811.64,29277.92,334,-12.89736,123239.3,758.5035,NA,"not_sorted",NA
"382",287700.3,103470.1,302,48791.79,16584.96,302,-6.634794,81770.91,-77.49532,NA,"not_sorted",NA
"383",278174.6,101084.5,299,47085.66,16590.56,299,76.6441,18364.75,-310.1105,NA,"not_sorted",NA
"384",684147.6,166230.4,480,258696.4,63567.84,480,567.9623,35821.64,378.2651,NA,"not_sorted",NA
"385",314021,107159.4,320,93804.16,31353.28,320,230.4818,70198.98,569.9044,NA,"not_sorted",NA
"386",416309.4,121264.6,380,67867.14,19557.44,380,154.5344,36004.35,94.85501,NA,"not_sorted",NA
"387",373077,117241.6,356,52803.66,16512.16,356,4.799142,750.6033,-31.00004,NA,"not_sorted",NA
"388",398169.3,123605.4,364,121412.3,36304.8,364,241.1115,146250.1,1055.052,NA,"not_sorted",NA
"389",496553.5,136640,411,93997.95,25297.44,411,-69.27281,39404.73,-412.7715,NA,"not_sorted",NA
"390",506544.3,111126.4,488,200686.2,47727.68,488,1284.904,149190.9,715.9557,NA,"not_sorted",NA
"391",361111.1,129068.8,331,64209.09,21310.24,331,23.31228,106345.7,314.395,NA,"not_sorted",NA
"392",558085.8,135063,457,205311.1,47451.04,457,144.8262,55104.94,401.9515,NA,"not_sorted",NA
"393",303227.3,101127,320,76255.68,25773.44,320,147.5393,56431.97,-93.22929,NA,"not_sorted",NA
"394",515207.2,114352,462,129506.7,28029.12,462,272.0549,5496.924,196.7968,NA,"not_sorted",NA
"395",394066.2,118677.4,369,103504.1,32351.2,369,202.9158,129006.6,344.3898,NA,"not_sorted",NA
"396",430696,104424.3,417,167519.5,43767.36,417,216.4019,90932.52,-180.8631,NA,"not_sorted",NA
"397",311058.3,104462.4,320,99455.63,31347.68,320,160.8666,60688.04,677.0038,NA,"not_sorted",NA
"398",423553.4,123381.4,379,112993.4,31950.24,379,290.6575,37426.33,-140.4972,NA,"not_sorted",NA
"399",341304.1,89629.12,382,105447.7,30536.8,382,339.8421,15498.27,-330.711,NA,"not_sorted",NA
"400",644942.6,161329.3,477,123803.3,29580.32,477,313.5425,58165.83,-895.6548,NA,"not_sorted",NA
"401",296002.7,102412.8,311,83429.38,26318.88,311,404.7686,73241.16,8.752828,NA,"not_sorted",NA
"402",394191.9,108319.7,387,117423.7,33233.76,387,143.9384,41595.76,-18.74686,NA,"not_sorted",NA
"403",341117.1,96936,357,122614,34011.04,357,487.2859,22529.52,-56.36599,NA,"not_sorted",NA
"404",282531.4,97921.6,304,68272.65,23055.2,304,67.4752,91089.8,49.08608,NA,"not_sorted",NA
"405",543821.6,133065,444,158872.3,44559.2,444,183.022,52740.42,-14.02594,NA,"not_sorted",NA
"406",399440.2,119618.2,367,126783.7,33193.44,367,155.8298,107583.5,534.5359,NA,"not_sorted",NA
"407",377971.7,128081,341,100397.3,30421.44,341,67.782,84828.97,27.53933,NA,"not_sorted",NA
"408",278294.6,91414.4,309,93512.46,31151.68,309,101.4139,115426.4,491.1604,NA,"not_sorted",NA
"409",388723.4,112510.7,374,85914.52,25566.24,374,42.65271,52029.83,183.9539,NA,"not_sorted",NA
"410",694687.8,138373.8,550,301297.2,55928.32,550,199.8757,69327.58,-104.0868,NA,"not_sorted",NA
"411",541090.8,126264.3,467,204463.8,47381.6,467,425.1473,117224.1,-1438.594,NA,"not_sorted",NA
"412",264034.7,96844.16,290,54646.84,19101.6,290,76.09336,62453.77,-484.463,NA,"not_sorted",NA
"413",291231.8,102444.2,307,55548.55,18827.2,307,15.57693,91764.48,135.6376,NA,"not_sorted",NA
"414",275430.3,89093.76,312,73348.45,23963.52,312,254.5295,17769.6,-256.6324,NA,"not_sorted",NA
"415",266993.2,84918.4,305,54111.52,17504.48,305,63.67259,321.1698,68.28564,NA,"not_sorted",NA
"416",504534.2,132316.8,427,83016.97,22553.44,427,142.5949,343.7449,-4.076172,NA,"not_sorted",NA
"417",323103.9,88872,354,70146.92,21114.24,354,91.53376,23801.44,-258.6534,NA,"not_sorted",NA
"418",195260.5,76386.24,244,22972.7,9019.36,244,71.9152,14695.99,-207.0144,NA,"not_sorted",NA
"419",515925.1,118995.5,463,116196.4,25770.08,463,142.4672,30533.13,-128.2446,NA,"not_sorted",NA
"420",309464.4,105681,319,99690.92,33219.2,319,103.7438,72402.48,389.2874,NA,"not_sorted",NA
"421",269015.5,101241.3,291,46159.08,16028.32,291,88.61946,22514.7,-25.2368,NA,"not_sorted",NA
"422",396743,135580.5,350,90587.38,28376.32,350,69.12946,97891.49,-309.7907,NA,"not_sorted",NA
"423",320875.1,103152,329,66283.23,21519.68,329,50.55664,132377.2,1076.183,NA,"not_sorted",NA
"424",279628.2,85597.12,319,73412.78,23772,319,476.8708,25878.52,-206.0663,NA,"not_sorted",NA
"425",334117.6,116103.7,324,84547.88,28282.24,324,254.4218,103775.7,587.597,NA,"not_sorted",NA
"426",232604.1,88343.36,270,30354.88,11310.88,270,-19.36382,37843.1,-131.8262,NA,"not_sorted",NA
"427",511487.3,119898.2,444,180342.3,42420,444,188.3981,72481.28,99.44289,NA,"not_sorted",NA
"428",297380.7,81370.24,347,89465.42,26188.96,347,120.9308,1723.086,76.9532,NA,"not_sorted",NA
"429",331751.3,103929.3,336,91964.05,29761.76,336,397.9181,81781.34,-450.2726,NA,"not_sorted",NA
"430",483892.2,126658.6,423,131395.7,33427.52,423,431.9101,14182.46,-31.14656,NA,"not_sorted",NA
"431",507473.8,144764.5,407,182195.2,48202.56,407,148.0537,72430.63,670.8744,NA,"not_sorted",NA
"432",233207.8,89998.72,270,39328.5,14591.36,270,81.64294,43943.37,392.2447,NA,"not_sorted",NA
"433",281615.2,98907.2,303,58120.86,19612.32,303,157.1136,57064.09,85.02331,NA,"not_sorted",NA
"434",632207.8,141939.8,492,143777.5,32021.92,492,462.0658,77059.91,-84.70748,NA,"not_sorted",NA
"435",307579.8,84340.48,344,91614.77,24584,344,231.2652,41595.19,26.66479,NA,"not_sorted",NA
"436",633751.8,145667.2,497,311884.7,62408.64,497,3205.505,504125.1,1419.963,NA,"not_sorted",NA
"437",312621.4,107340.8,321,73203.09,22545.6,321,149.5115,97201.66,-500.4824,NA,"not_sorted",NA
"438",322185.3,97961.92,342,77707.36,22688.96,342,-149.9663,931.1814,2668.27,NA,"not_sorted",NA
"439",355346.3,103523.8,360,93077.77,27788.32,360,112.8607,21730.6,66.93865,NA,"not_sorted",NA
"440",294210.8,105710.1,305,65010.1,22308.16,305,22.99381,64835.29,101.7732,NA,"not_sorted",NA
"441",256582.2,94068.8,285,45190.21,15403.36,285,118.9896,45352.63,-299.4154,NA,"not_sorted",NA
"442",656489,137061.1,515,212712.8,48824.16,515,461.7404,22784.04,-511.1235,NA,"not_sorted",NA
"443",302832.6,87398.08,339,87402.46,27322.4,339,75.73585,467.0106,-27.91134,NA,"not_sorted",NA
"444",339180.8,107497.6,341,68432.34,20865.6,341,80.67877,24001.12,32.75185,NA,"not_sorted",NA
"445",446962.4,115337.6,409,93263.71,24356.64,409,196.1704,27588.13,-42.05814,NA,"not_sorted",NA
"446",439280.4,101713.9,430,146587.2,43060.64,430,223.6285,102872.3,1816.909,NA,"not_sorted",NA
"447",346060.2,118341.4,332,72393.98,23102.24,332,115.8362,49157.25,163.4696,NA,"not_sorted",NA
"448",391953.5,126100.8,357,74789.26,24118.08,357,249.1726,87165.05,324.0135,NA,"not_sorted",NA
"449",323488.2,102515.8,330,113051.8,35283.36,330,146.3689,85926.44,-1148.391,NA,"not_sorted",NA
"450",464605.8,114195.2,424,109824.4,28389.76,424,85.01979,16006.07,-309.6357,NA,"not_sorted",NA
"451",410040.2,129613.1,362,111128.4,34042.4,362,109.8293,126908.8,321.9825,NA,"not_sorted",NA
"452",284029.7,96604.48,307,33323.49,11080.16,307,84.39885,5000.898,-5.991846,NA,"not_sorted",NA
"453",307873.4,106758.4,317,57056.91,18110.4,317,29.9803,75528.97,-295.0764,NA,"not_sorted",NA
"454",220199.7,81462.08,264,42339.9,15669.92,264,73.15646,68182.9,339.1368,NA,"not_sorted",NA
"455",609074.3,163437.1,453,192621.8,42017.92,453,1127.276,150773.9,1694.86,NA,"not_sorted",NA
"456",763176.9,160845.4,541,269908.8,56452.48,541,332.97,8594.601,-68.29742,NA,"not_sorted",NA
"457",486773,136169.6,415,153689.1,42479.36,415,95.03389,82542,-18.89873,NA,"not_sorted",NA
"458",327543.2,106680,333,107101.5,30835.84,333,101.6383,13819.79,-228.4668,NA,"not_sorted",NA
"459",323264.6,113066.2,319,58187.94,19498.08,319,101.1017,50170,689.1998,NA,"not_sorted",NA
"460",277071.2,91611.52,307,62786.89,20292.16,307,165.9909,525.8115,72.94949,NA,"not_sorted",NA
"461",329110.9,86959.04,367,77453.02,21836.64,367,159.8961,509.0075,60.42883,NA,"not_sorted",NA
"462",365710.1,102894.4,370,88368.52,25420.64,370,69.70894,5841.004,150.9674,NA,"not_sorted",NA
"463",730479.1,175745.9,504,191390.6,41600.16,504,276.3316,38544.43,-286.4626,NA,"not_sorted",NA
"464",304603.8,97359.36,325,83146.84,26712,325,364.8166,1919.577,75.35051,NA,"not_sorted",NA
"465",776501.7,174052.5,535,170714.5,35539.84,535,211.7723,77368.14,317.5116,NA,"not_sorted",NA
"466",300757,98855.68,321,71771.42,23419.2,321,193.5756,77687.71,727.0464,NA,"not_sorted",NA
"467",337863.6,113223,331,63283.36,20636,331,66.80811,70087.39,545.835,NA,"not_sorted",NA
"468",246886.5,86018.24,285,50855.55,17758.72,285,120.1199,46466.84,135.6849,NA,"not_sorted",NA
"469",475217.2,126613.8,410,132416,33519.36,410,250.5887,31216.02,51.89611,NA,"not_sorted",NA
